season,week,celebrity_name,judge_rank,audience_share_rank,judge_share,audience_share,rank_diff,rank_direction,survival_prob
6,5,Shannon Elizabeth,5.0,2.0,0.11734693877545034,0.18319642881231163,3.0,3.0,0.8928418285444017
7,1,Jeffrey Ross,13.0,10.0,0.04761904761902872,0.030557177075213268,3.0,3.0,0.7168015417690048
7,1,Kim Kardashian,8.0,5.0,0.07341269841266929,0.10015179555516215,3.0,3.0,0.9177390031009226
7,1,Susan Lucci,8.0,5.0,0.07341269841266929,0.10015179555516215,3.0,3.0,0.9177390031009226
7,1,Ted McGinley,8.0,5.0,0.07341269841266929,0.10015179555516215,3.0,3.0,0.9177390031009226
7,3,Toni Braxton,4.0,1.0,0.11055276381903993,0.1727055578877336,3.0,3.0,0.954511625838876
7,4,Toni Braxton,5.0,2.0,0.10837438423639982,0.14754837751976937,3.0,3.0,0.9356486247875003
7,5,Toni Braxton,5.0,2.0,0.11282051282045497,0.16783845753464977,3.0,3.0,0.8892649553040257
7,5,Warren Sapp,4.0,1.0,0.12820512820506247,0.1708220950040806,3.0,3.0,0.9470428660096434
7,7,Susan Lucci,4.0,1.0,0.16326530612233792,0.2636229453004317,3.0,3.0,0.8664179220864198
8,2,Holly Madison,9.0,6.0,0.06792452830186116,0.10033979184857902,3.0,3.0,0.9016290495662307
8,2,Lawrence Taylor,6.0,3.0,0.07547169811317907,0.11276256895354665,3.0,3.0,0.9605728347227265
8,3,Lawrence Taylor,8.0,5.0,0.07874015748028397,0.13508499729878598,3.0,3.0,0.9144807816351785
8,3,Ty Murray,6.0,3.0,0.09055118110232656,0.13726440166171341,3.0,3.0,0.9800042419380007
9,2,Debi Mazar,4.0,1.0,0.07142857142854714,0.12206781969576257,3.0,3.0,0.9850407776744841
9,2,Michael Irvin,7.0,4.0,0.0680272108843306,0.10181847124422529,3.0,3.0,0.9340622370041496
9,3,Aaron Carter,4.0,1.0,0.08139534883717776,0.1304753929699119,3.0,3.0,0.9893754901407574
9,3,Kelly Osbourne,6.0,3.0,0.0775193798449312,0.10907523424886567,3.0,3.0,0.9425382823753038
9,4,Kelly Osbourne,6.0,3.0,0.09504132231401032,0.1334540625021465,3.0,3.0,0.9451747595249533
9,4,Louie Vito,10.0,7.0,0.06611570247931152,0.07267363452330097,3.0,3.0,0.7590688722161721
9,4,Mark Dacascos,7.0,4.0,0.09090909090905334,0.12568010181893785,3.0,3.0,0.9192440269657303
9,6,Mark Dacascos,4.0,1.0,0.12307734911385344,0.15245449519946846,3.0,3.0,1.0
11,1,Audrina Patridge,5.0,2.0,0.0837004405285975,0.17798258290168703,3.0,3.0,0.9548662720540954
11,3,Bristol Palin,9.0,6.0,0.08597285067869413,0.1128090431167222,3.0,3.0,0.8508962462859304
11,4,Rick Fox,5.0,2.0,0.10893854748597266,0.1616796750569337,3.0,3.0,0.8942264960545824
11,5,Kyle Massey,7.0,4.0,0.10989010989004952,0.15126856106356895,3.0,3.0,0.8331295040641875
12,1,Wendy Williams,10.0,7.0,0.06763285024151322,0.059540880493280504,3.0,3.0,0.7821885944667949
12,6,Chris Jericho,7.0,4.0,0.12222222222215433,0.16877928447320883,3.0,3.0,0.8325473495017157
13,1,Kristin Cavallari,5.0,2.0,0.0875576036865956,0.11012705032397488,3.0,3.0,0.9371082587028599
13,1,Ricki Lake,4.0,1.0,0.09216589861746906,0.11218001686703839,3.0,3.0,0.9634871066521764
13,2,Hope Solo,8.0,5.0,0.0852017937219349,0.11235521392495249,3.0,3.0,0.8996105257649686
13,2,Nancy Grace,4.0,1.0,0.09417040358740172,0.1372684370993793,3.0,3.0,0.9674959334149762
13,4,Chynna Phillips,6.0,3.0,0.10047846889947346,0.14846770344209986,3.0,3.0,0.8792141470938333
14,1,Gladys Knight,4.0,1.0,0.08518518518515364,0.15876902124473014,3.0,3.0,0.996458652779417
14,1,Jack Wagner,4.0,1.0,0.08518518518515364,0.15876902124473014,3.0,3.0,0.996458652779417
14,1,Roshon Fegan,4.0,1.0,0.08518518518515364,0.15876902124473014,3.0,3.0,0.996458652779417
14,1,Sherri Sheperd,4.0,1.0,0.08518518518515364,0.15876902124473014,3.0,3.0,0.996458652779417
14,2,Jack Wagner,8.0,5.0,0.07806691449811225,0.10005000106820294,3.0,3.0,0.9192510670750433
14,3,Jaleel White,5.0,2.0,0.0892857142856824,0.14078795052256945,3.0,3.0,0.9736626885948785
14,4,Jaleel White,6.0,3.0,0.09442060085832858,0.1465071093771487,3.0,3.0,0.9106320766036519
14,5,Roshon Fegan,5.0,2.0,0.11607142857137676,0.16808519355872945,3.0,3.0,0.9670815277039017
14,8,Maria Menounos,5.0,2.0,0.1620795107032648,0.20900673288166893,3.0,3.0,0.811302924588119
15,1,Shawn Johnson,4.0,1.0,0.07956600361660776,0.14538742956162554,3.0,3.0,0.9884189984087794
15,2,Melissa Rycroft,5.0,2.0,0.08514492753620104,0.11773410852603099,3.0,3.0,0.969938557632792
15,3,Emmitt Smith,8.0,5.0,0.0899280575539245,0.11576506041276877,3.0,3.0,0.9394656741243964
15,4,Melissa Rycroft,4.0,1.0,0.11508553654739812,0.16854631572996953,3.0,3.0,0.9617824465330305
15,7,Gilles Marini,5.0,2.0,0.13842932603518343,0.19975035919227815,3.0,3.0,0.9359971666363697
15,8,Shawn Johnson,6.0,3.0,0.1396711317991204,0.17045978168594578,3.0,3.0,0.8363697900458401
16,2,Sean Lowe,5.0,2.0,0.08196721311472051,0.13160071523052705,3.0,3.0,0.9713346798092114
16,3,Alexandra Raisman,4.0,1.0,0.09787250701699159,0.13139504995656426,3.0,3.0,0.9838216275914613
16,4,Jacoby Jones,4.0,1.0,0.10714285714280931,0.14278827551256465,3.0,3.0,0.9627550624421836
16,6,Jacoby Jones,6.0,3.0,0.11936339522540088,0.15866021452649712,3.0,3.0,0.8611937850357255
17,1,Bill Nye,12.0,9.0,0.05468749999997864,0.07635143327814627,3.0,3.0,0.7748000717732813
17,1,Leah Remini,8.0,5.0,0.08203124999996796,0.08696054363401816,3.0,3.0,0.9380288958764245
17,1,Valerie Harper,8.0,5.0,0.08203124999996796,0.08696054363401816,3.0,3.0,0.9380288958764245
17,2,Brant Daugherty,7.0,4.0,0.08646616541350133,0.10656247542849612,3.0,3.0,0.9693366911429493
17,3,Amber Riley,6.0,3.0,0.09411764705878663,0.12549417044698302,3.0,3.0,0.9751460502885055
17,3,Elizabeth Berkley Lauren,4.0,1.0,0.09803921568623607,0.13012020650155032,3.0,3.0,1.0
17,3,"Nicole ""Snooki"" Polizzi",4.0,1.0,0.09803921568623607,0.13012020650155032,3.0,3.0,1.0
17,4,Christina Milian,4.0,1.0,0.10126582278476741,0.14114304532438804,3.0,3.0,0.9762637182240362
17,5,Elizabeth Berkley Lauren,6.0,3.0,0.11063829787229335,0.14355325253159756,3.0,3.0,0.9455497447615535
17,5,Leah Remini,9.0,6.0,0.09361702127655591,0.10290907046056867,3.0,3.0,0.8287756811733391
17,7,"Nicole ""Snooki"" Polizzi",5.0,2.0,0.12189616252816168,0.16417908142984747,3.0,3.0,0.8841125217876579
17,8,Elizabeth Berkley Lauren,6.0,3.0,0.13020833333326554,0.1634187931139104,3.0,3.0,0.79484392461096
18,5,Meryl Davis,5.0,2.0,0.11180124223599013,0.17555973681256673,3.0,3.0,0.9594529095719355
18,7,Charlie White,5.0,2.0,0.14031620553354138,0.19174791318339773,3.0,3.0,0.8676123501467892
18,8,Meryl Davis,4.0,1.0,0.15929203539815961,0.21774539386107442,3.0,3.0,0.8408027744564162
19,3,Randy Couture,11.0,8.0,0.07365439093482333,0.08220379229572716,3.0,3.0,0.8101530019971778
19,5,Janel Parrish,4.0,1.0,0.12499999999995266,0.1503019552014372,3.0,3.0,0.989850725793231
19,6,Janel Parrish,4.0,1.0,0.11262798634808444,0.16562159252117467,3.0,3.0,0.9504608871997433
19,7,Janel Parrish,4.0,1.0,0.12959381044482415,0.16917578144632311,3.0,3.0,0.8876466092017041
20,2,Noah Galloway,10.0,7.0,0.07780979827087095,0.0880100809031098,3.0,3.0,0.9116221310952167
20,3,Suzanne Somers,8.0,5.0,0.07987220447281794,0.10705465709848745,3.0,3.0,0.8496988702690137
20,5,Willow Shields,4.0,1.0,0.1201413427561413,0.20666811312382952,3.0,3.0,0.9760837147511796
21,2,Alek Skarlatos,4.0,1.0,0.08317929759701177,0.10674211724301189,3.0,3.0,1.0
21,2,Hayes Grier,4.0,1.0,0.08317929759701177,0.10674211724301189,3.0,3.0,1.0
21,2,Nick Carter,4.0,1.0,0.08317929759701177,0.10674211724301189,3.0,3.0,1.0
21,3,Bindi Irwin,5.0,2.0,0.10491803278685086,0.14364798927606678,3.0,3.0,0.9598762256397602
21,3,Hayes Grier,7.0,4.0,0.09836065573767268,0.1235448587813902,3.0,3.0,0.9124717460404664
21,4,Alek Skarlatos,6.0,3.0,0.1016949152541942,0.13460971390161713,3.0,3.0,0.9465151338445466
21,5,Hayes Grier,6.0,3.0,0.09966777408634563,0.14576297446722622,3.0,3.0,0.8927480073978632
21,6,Carlos PenaVega,5.0,2.0,0.12140575079868327,0.14635924861874944,3.0,3.0,0.9867895776699488
21,6,Nick Carter,4.0,1.0,0.12460063897759598,0.14660884522692424,3.0,3.0,1.0
22,1,Antonio Brown,4.0,1.0,0.08860759493667147,0.15030908917334265,3.0,3.0,1.0
22,1,Jodie Sweetin,8.0,5.0,0.08438818565397284,0.08378467775920553,3.0,3.0,0.9387029416903875
22,1,Kim Fields,8.0,5.0,0.08438818565397284,0.08378467775920553,3.0,3.0,0.9387029416903875
22,1,Von Miller,4.0,1.0,0.08860759493667147,0.15030908917334265,3.0,3.0,1.0
22,4,Jodie Sweetin,9.0,6.0,0.08463949843257536,0.11769732742579667,3.0,3.0,0.833380234426942
22,6,Nyle DiMarco,4.0,1.0,0.11013215859025986,0.1648852378871515,3.0,3.0,0.9510529663920191
22,8,Paige VanZant,4.0,1.0,0.16568047337268305,0.28017356255057635,3.0,3.0,0.8885225362940482
23,3,Jana Kramer,7.0,4.0,0.07999999999997538,0.1067106596837498,3.0,3.0,0.9055805796689929
23,5,Laurie Hernandez,5.0,2.0,0.10869565217386579,0.15394511969367486,3.0,3.0,0.9216676258775557
23,6,Terra Jole,7.0,4.0,0.09836065573767268,0.13457892282065378,3.0,3.0,0.8387817175590868
23,9,Calvin Johnson Jr.,4.0,1.0,0.1629955947135846,0.24437470793725727,3.0,3.0,0.8444251752424421
24,5,Rashad Jennings,6.0,3.0,0.10526315789470223,0.17697786645953134,3.0,3.0,0.9035254039813742
25,1,Frankie Muniz,5.0,2.0,0.07949790794975754,0.12407185924287768,3.0,3.0,0.9491726709699089
25,1,Nikki Bella,4.0,1.0,0.08368200836816583,0.12649110267526717,3.0,3.0,0.9755515189192253
25,1,Victoria Arlen,5.0,2.0,0.07949790794975754,0.12407185924287768,3.0,3.0,0.9491726709699089
25,2,Lindsey Stirling,4.0,1.0,0.08226691042044525,0.10925326721688089,3.0,3.0,0.9893516144186756
25,4,Frankie Muniz,4.0,1.0,0.08856088560882341,0.14025819005080317,3.0,3.0,0.9629372176370408
25,5,Drew Scott,6.0,3.0,0.09578544061299013,0.1315146300153245,3.0,3.0,0.9299239452926706
25,6,Victoria Arlen,6.0,3.0,0.10130718954245056,0.13375356760713172,3.0,3.0,0.8584522194366551
25,7,Jordan Fisher,4.0,1.0,0.1255813953487788,0.21542752301663112,3.0,3.0,0.9013877430201402
25,7,Lindsey Stirling,6.0,3.0,0.11860465116273554,0.19115898911689605,3.0,3.0,0.8690680601977971
27,2,Mary Lou Retton,7.0,4.0,0.08502772643250092,0.09729669062580745,3.0,3.0,0.947364844956703
27,3,Alexis Ren,5.0,2.0,0.0959409594095587,0.1233241849905417,3.0,3.0,0.9903355101163358
28,1,Ally Brooke,7.0,4.0,0.0812182741116339,0.10576067800144205,3.0,3.0,0.8934999946054147
28,1,Kel Mitchell,7.0,4.0,0.0812182741116339,0.10576067800144205,3.0,3.0,0.8934999946054147
28,2,Sailor Brinkley-Cook,8.0,5.0,0.08219178082188028,0.10522354368773688,3.0,3.0,0.9369575179002535
29,5,Justina Machado,5.0,2.0,0.0836236933797618,0.12491832252213611,3.0,3.0,0.954599150067118
29,5,Veron Davis,10.0,7.0,0.07317073170729158,0.07857280824115159,3.0,3.0,0.8548645378622854
29,7,AJ McLean,5.0,2.0,0.09999999999996154,0.18215711277709876,3.0,3.0,0.9405890674488947
30,2,Jimmie Allen,5.0,2.0,0.07012987012985192,0.1067075173155547,3.0,3.0,1.0
30,2,Melora Hardin,5.0,2.0,0.07012987012985192,0.1067075173155547,3.0,3.0,1.0
30,2,Olivia Jade,5.0,2.0,0.07012987012985192,0.1067075173155547,3.0,3.0,1.0
30,6,Olivia Jade,5.0,2.0,0.09890109890107174,0.1654206665373773,3.0,3.0,0.9484630822481304
30,8,JoJo Siwa,4.0,1.0,0.1331168831168399,0.20798498582511749,3.0,3.0,0.9457280534457048
30,8,Olivia Jade,6.0,3.0,0.11688311688307894,0.1832958340915131,3.0,3.0,0.8710922498768636
31,2,Jordin Sparks,9.0,6.0,0.06553398058250837,0.08181107147844122,3.0,3.0,0.9300366528533986
31,3,Vinny Guadagnino,14.0,11.0,0.05707196029775259,0.03939296667477259,3.0,3.0,0.749572183519623
31,4,Heidi D'Amelio,4.0,1.0,0.08292682926827245,0.12238883679874359,3.0,3.0,0.9926398708483698
31,5,Daniel Durant,11.0,8.0,0.07469342251949282,0.08614532514500531,3.0,3.0,0.8730826327161739
31,6,Wayne Brady,5.0,2.0,0.0985507246376526,0.14318701932569133,3.0,3.0,0.9394245373685316
31,7,Gabby Windey,6.0,3.0,0.10906298003068847,0.140920795575708,3.0,3.0,0.9085090793639632
31,8,Gabby Windey,4.0,1.0,0.12738853503180658,0.15767080267781508,3.0,3.0,0.9195710238367687
32,1,Alyson Hannigan,11.0,8.0,0.05627705627703192,0.05877197632507509,3.0,3.0,0.7896538004855814
32,1,Jamie Lynn Spears,9.0,6.0,0.06493506493503683,0.08714817867324985,3.0,3.0,0.8594624431639403
32,1,Lele Pons,4.0,1.0,0.08225108225104664,0.14359544073982242,3.0,3.0,0.9989098757634947
32,1,Mauricio Umansky,9.0,6.0,0.06493506493503683,0.08714817867324985,3.0,3.0,0.8594624431639403
32,3,Mira Sorvino,6.0,3.0,0.08049535603712678,0.1275508133329507,3.0,3.0,0.8923924325949324
32,4,Alyson Hannigan,10.0,7.0,0.07499999999996876,0.05950882800314559,3.0,3.0,0.7534503521201704
32,4,Lele Pons,5.0,2.0,0.09166666666662848,0.1452596638766774,3.0,3.0,0.9326232096154253
32,5,Ariana Madix,4.0,1.0,0.09999999999995834,0.17503629535501591,3.0,3.0,0.931598257808276
34,1,Alix Earle,4.0,1.0,0.07926829268287851,0.12658896916667603,3.0,3.0,1.0
34,1,Baron Davis,9.0,6.0,0.06097560975606039,0.09156637526082663,3.0,3.0,0.8611209594101459
34,1,Danielle Fishel,6.0,3.0,0.07317073170727247,0.09313416197605646,3.0,3.0,0.9402575032580952
34,1,Dylan Efron,9.0,6.0,0.06097560975606039,0.09156637526082663,3.0,3.0,0.8611209594101459
34,1,Elaine Hendrix,6.0,3.0,0.07317073170727247,0.09313416197605646,3.0,3.0,0.9402575032580952
34,1,Jen Affleck,6.0,3.0,0.07317073170727247,0.09313416197605646,3.0,3.0,0.9402575032580952
34,1,Jordan Chiles,9.0,6.0,0.06097560975606039,0.09156637526082663,3.0,3.0,0.8611209594101459
34,1,Lauren Jauregui,4.0,1.0,0.07926829268287851,0.12658896916667603,3.0,3.0,1.0
34,1,Scott Hoying,9.0,6.0,0.06097560975606039,0.09156637526082663,3.0,3.0,0.8611209594101459
34,6,Alix Earle,6.0,3.0,0.10294117647055796,0.13079085835137583,3.0,3.0,0.93850103242575
34,6,Dylan Efron,7.0,4.0,0.09411764705879586,0.12849998627190018,3.0,3.0,0.8955728926205375
34,7,Jordan Chiles,4.0,1.0,0.11445783132526674,0.15583322031838007,3.0,3.0,1.0
34,10,Jordan Chiles,4.0,1.0,0.16569767441850833,0.2291106105929518,3.0,3.0,0.8619514812030346
1,2,Joey McIntyre,3.0,1.0,0.17355371900812103,0.3597260890133428,2.0,2.0,0.9355700073716409
1,4,John O'Hurley,3.0,1.0,0.22826086956496927,0.4018175271626637,2.0,2.0,0.8529336707415855
2,1,Stacy Keibler,4.0,2.0,0.11282051282045497,0.2045272557568581,2.0,2.0,1.0
2,5,Lisa Rinna,3.0,1.0,0.16556291390717515,0.2984399608687387,2.0,2.0,0.8966715586488101
2,5,Tia Carrere,6.0,4.0,0.1456953642383141,0.1896245257694143,2.0,2.0,0.8069577799525318
3,3,Joey Lawrence,4.0,2.0,0.10628019323666364,0.14668869086635367,2.0,2.0,0.9456124433404078
3,4,Vivica A. Fox,4.0,2.0,0.12121212121206,0.16441466735167284,2.0,2.0,0.9346204602108995
3,6,Monique Coleman,4.0,2.0,0.19491525423712294,0.2507578194235689,2.0,2.0,0.8383473516095454
4,4,Laila Ali,5.0,3.0,0.11052631578941552,0.14057192404049487,2.0,2.0,0.9041489214212938
4,5,Billy Ray Cyrus,7.0,5.0,0.09659090909085422,0.1321900404959084,2.0,2.0,0.766673012150486
4,9,Apolo Anton Ohno,3.0,1.0,0.2489451476791148,0.3559224523684349,2.0,2.0,0.8373904665083172
5,1,Josie Maran,12.0,10.0,0.06225680933849718,0.035438318316637116,2.0,2.0,0.7837456368865904
5,2,Floyd Mayweather Jr. ,5.0,3.0,0.08823529411760998,0.11098750130240258,2.0,2.0,0.9373132081941707
5,2,Mark Cuban,10.0,8.0,0.07563025210080856,0.09396691802167635,2.0,2.0,0.8540348412135358
5,2,Mel B,4.0,2.0,0.09663865546214427,0.11844172165176987,2.0,2.0,0.9885105699387265
5,3,Marie Osmond,4.0,2.0,0.10878661087861557,0.12728228925147772,2.0,2.0,0.995057634157863
5,4,Mel B,5.0,3.0,0.11111111111106363,0.1469323556876149,2.0,2.0,0.9588393436486589
5,6,Jane Seymour,7.0,5.0,0.12222222222215433,0.14389299592675675,2.0,2.0,0.8283264072432918
6,2,Adam Carolla,9.0,7.0,0.0739299610894654,0.06360940938306717,2.0,2.0,0.8564987164323887
6,3,Marissa Jaret Winokur,10.0,8.0,0.08333333333329679,0.0414015231292529,2.0,2.0,0.7965932317314797
6,4,Cristian de la Fuente,4.0,2.0,0.1155555555555042,0.16467162390528364,2.0,2.0,0.9621079028427115
7,1,Cody Linley,6.0,4.0,0.08134920634917407,0.10787979164692346,2.0,2.0,0.9704966989995556
7,3,Lance Bass,4.0,2.0,0.11055276381903993,0.1627043788765869,2.0,2.0,0.9448280739638841
7,3,Susan Lucci,6.0,4.0,0.10552763819090175,0.14430373523822668,2.0,2.0,0.9067250142965309
7,5,Susan Lucci,5.0,3.0,0.11282051282045497,0.16646071763361917,2.0,2.0,0.8876347772756361
7,7,Cody Linley,5.0,3.0,0.14965986394547642,0.2110356471802018,2.0,2.0,0.8163524899509693
8,1,Steve Wozniak,13.0,11.0,0.053497942386809265,0.024639462588515192,2.0,2.0,0.744841134337352
8,1,Ty Murray,12.0,10.0,0.05761316872425613,0.028538051400065326,2.0,2.0,0.7712199822866685
8,3,Chuck Wicks,6.0,4.0,0.09055118110232656,0.13682398961016096,2.0,2.0,0.9796947131628222
8,5,Melissa Rycroft,4.0,2.0,0.11904761904756236,0.14861236233699182,2.0,2.0,0.9575942740731654
8,7,Lil' Kim,5.0,3.0,0.14285714285706438,0.20766121853097824,2.0,2.0,0.9078513483477095
8,8,Melissa Rycroft,6.0,4.0,0.14743589743580293,0.16229826464971994,2.0,2.0,0.7581607451585488
8,8,Shawn Johnson,3.0,1.0,0.16666666666655985,0.2573988694324992,2.0,2.0,0.8653148691451077
9,2,Louie Vito,9.0,7.0,0.06462585034011407,0.08197301365439962,2.0,2.0,0.8836674694564342
9,4,Natalie Coughlin,4.0,2.0,0.09917355371896729,0.13788723617796844,2.0,2.0,0.968695078009391
9,6,Donny Osmond,5.0,3.0,0.11923079733732954,0.1418186901692027,2.0,2.0,0.9697655590041199
9,6,Melissa Joan Hart,8.0,6.0,0.09230762721867411,0.13653598214551216,2.0,2.0,0.854067176004092
9,8,Kelly Osbourne,3.0,1.0,0.19465648854946974,0.37180937186397195,2.0,2.0,0.8085486351566737
10,1,Buzz Aldrin,11.0,9.0,0.06698564593298231,0.051550115093751694,2.0,2.0,0.7687455641535734
10,1,Jake Pavelka,5.0,3.0,0.09569377990426044,0.1315125174655345,2.0,2.0,0.9651769533242207
10,2,Pamela Anderson,4.0,2.0,0.09999999999995456,0.1559230585798926,2.0,2.0,0.9953950257853577
10,5,Erin Andrews,4.0,2.0,0.12716763005772996,0.16229678039611137,2.0,2.0,0.9115756245295592
10,6,Jake Pavelka,7.0,5.0,0.119617147043019,0.09763487561166041,2.0,2.0,0.824920901151349
10,6,Pamela Anderson,4.0,2.0,0.14354019367522117,0.23424255707496364,2.0,2.0,0.9569713589891017
11,1,Bristol Palin,7.0,5.0,0.0792951541849871,0.09871836168814367,2.0,2.0,0.8945553833024904
11,1,Florence Henderson,7.0,5.0,0.0792951541849871,0.09871836168814367,2.0,2.0,0.8945553833024904
11,2,Brandy,5.0,3.0,0.09502262443434614,0.12956889507169064,2.0,2.0,0.9677711613190756
11,2,Bristol Palin,3.0,1.0,0.09954751131217215,0.13991492185611068,2.0,2.0,1.0
11,2,Florence Henderson,8.0,6.0,0.08597285067869413,0.10191797396543781,2.0,2.0,0.8968934868709246
11,2,Kyle Massey,3.0,1.0,0.09954751131217215,0.13991492185611068,2.0,2.0,1.0
11,4,Audrina Patridge,3.0,1.0,0.12849162011166007,0.1669880583571736,2.0,2.0,0.9743702659406049
12,1,Kendra Wilkinson,7.0,5.0,0.08695652173908844,0.0907922250742111,2.0,2.0,0.8919302469365207
12,1,Mike Catherwood,11.0,9.0,0.06280193236711942,0.054300550786520345,2.0,2.0,0.7558097465174785
12,1,Petra Nemcova,7.0,5.0,0.08695652173908844,0.0907922250742111,2.0,2.0,0.8919302469365207
12,3,Ralph Macchio,5.0,3.0,0.09813084112144947,0.12979516763366422,2.0,2.0,0.9312902186345244
12,4,Chris Jericho,4.0,2.0,0.11165048543683902,0.13734499534830447,2.0,2.0,0.9529163093620018
12,5,Ralph Macchio,6.0,4.0,0.11340206185561165,0.14472003410197642,2.0,2.0,0.8660572894649732
12,7,Chelsea Kane,3.0,1.0,0.16976127320945902,0.3190568178969911,2.0,2.0,0.8409003680231368
12,8,Ralph Macchio,5.0,3.0,0.17692307692294085,0.03876917795560306,2.0,2.0,0.7105509294616694
13,2,Chaz Bono,11.0,9.0,0.07623318385646806,0.05659618369266551,2.0,2.0,0.8031442804061928
13,4,Rob Kardashian,3.0,1.0,0.11483253588511252,0.1789226693869747,2.0,2.0,0.9689626627569793
13,5,Ricki Lake,4.0,2.0,0.1276595744680172,0.16673979566617184,2.0,2.0,0.9319879338159666
14,1,Donald Driver,8.0,6.0,0.07777777777774897,0.06031923669594179,2.0,2.0,0.8969442299712295
14,1,Maria Menounos,8.0,6.0,0.07777777777774897,0.06031923669594179,2.0,2.0,0.8969442299712295
14,5,Donald Driver,3.0,1.0,0.12053571428566048,0.18212292257638765,2.0,2.0,1.0
14,5,Gavin DeGraw,9.0,7.0,0.0848214285713907,0.06229612008159385,2.0,2.0,0.7285467577802026
14,8,Donald Driver,3.0,1.0,0.1681957186543314,0.22485699284820304,2.0,2.0,0.8431135444851026
14,9,Donald Driver,3.0,1.0,0.24782608695630623,0.6231718798532371,2.0,2.0,0.8591267655530948
15,1,Apolo Anton Ohno,4.0,2.0,0.07956600361660776,0.1268660985365118,2.0,2.0,0.9710502700775601
15,1,Pamela Anderson,13.0,11.0,0.06148282097646963,0.004711186581271481,2.0,2.0,0.7496989844271652
15,4,Sabrina Bryan,6.0,4.0,0.11041990668736845,0.1489392385566608,2.0,2.0,0.9136114920333053
15,6,Emmitt Smith,8.0,6.0,0.11725663716808972,0.110155783441763,2.0,2.0,0.8177540843390397
15,6,Melissa Rycroft,3.0,1.0,0.13053097345126968,0.19496863515415702,2.0,2.0,0.9747641180720688
15,6,Shawn Johnson,4.0,2.0,0.1238938053096797,0.17561386299009774,2.0,2.0,0.9264651736886116
16,1,D. L. Hughley,12.0,10.0,0.05240174672486795,0.03644791944204817,2.0,2.0,0.729759665169606
16,2,Andy Dick,5.0,3.0,0.08196721311472051,0.12098831684519057,2.0,2.0,0.9591772456021346
16,2,Lisa Vanderpump,8.0,6.0,0.07377049180324846,0.08052906616721693,2.0,2.0,0.8674041425034981
16,2,Victor Ortiz,8.0,6.0,0.07377049180324846,0.08052906616721693,2.0,2.0,0.8674041425034981
16,2,Wynonna Judd,8.0,6.0,0.07377049180324846,0.08052906616721693,2.0,2.0,0.8674041425034981
16,3,Lisa Vanderpump,6.0,4.0,0.08936185423290535,0.10564025107491426,2.0,2.0,0.9120930131791052
16,3,Victor Ortiz,4.0,2.0,0.09787250701699159,0.12737960996934927,2.0,2.0,0.9792278821825099
16,3,Wynonna Judd,11.0,9.0,0.06382989588064668,0.08401649658532519,2.0,2.0,0.7605612016959958
16,4,Sean Lowe,8.0,6.0,0.08928571428567443,0.10039578422422273,2.0,2.0,0.8405585965867465
16,4,Victor Ortiz,9.0,7.0,0.08035714285710699,0.09005236003259746,2.0,2.0,0.7904524051015336
16,5,Alexandra Raisman,4.0,2.0,0.11961722488032554,0.16501687304369247,2.0,2.0,0.9605132452463271
16,5,Jacoby Jones,3.0,1.0,0.12440191387553858,0.1744506246412877,2.0,2.0,0.9895274541237926
16,7,Kellie Pickler,3.0,1.0,0.15760869565208827,0.1985111570390162,2.0,2.0,0.9593146554011855
16,8,Kellie Pickler,3.0,1.0,0.17684887459795703,0.2539126189538131,2.0,2.0,0.9199975368707992
16,10,Alexandra Raisman,3.0,1.0,0.24786345971214688,0.4991689799283137,2.0,2.0,0.3615790507885298
17,2,Amber Riley,4.0,2.0,0.09022556390974053,0.11389493364442706,2.0,2.0,1.0
17,2,Leah Remini,4.0,2.0,0.09022556390974053,0.11389493364442706,2.0,2.0,1.0
17,3,Jack Osbourne,9.0,7.0,0.08627450980388773,0.0932100542217667,2.0,2.0,0.90067208332741
17,3,Leah Remini,6.0,4.0,0.09411764705878663,0.11623039825687202,2.0,2.0,0.9651848324929158
17,4,Leah Remini,4.0,2.0,0.10126582278476741,0.14098736113853103,2.0,2.0,0.976052974463629
17,5,Amber Riley,6.0,4.0,0.11063829787229335,0.14259884969855324,2.0,2.0,0.9444442392566468
17,9,Amber Riley,5.0,3.0,0.16190476190465913,0.19156430243098466,2.0,2.0,0.7870794130817524
18,1,Billy Dee Williams,12.0,10.0,0.05725190839692471,0.025543598854015456,2.0,2.0,0.7572123180891764
18,2,Amy Purdy,4.0,2.0,0.09836065573766462,0.11921865620326348,2.0,2.0,0.9983620340733522
18,2,Cody Simpson,6.0,4.0,0.09016393442619255,0.11466266790287967,2.0,2.0,0.9522529684122282
18,2,Danica McKellar,4.0,2.0,0.09836065573766462,0.11921865620326348,2.0,2.0,0.9983620340733522
18,4,Charlie White,4.0,2.0,0.1111111111110737,0.20808552212654682,2.0,2.0,0.9671331786293553
18,4,Danica McKellar,6.0,4.0,0.10774410774407148,0.16249483281360996,2.0,2.0,0.9280714098152478
19,1,Antonio Sabato Jr.,10.0,8.0,0.06720430107525076,0.0571533878414119,2.0,2.0,0.8632688395463384
19,1,Lolo Jones,12.0,10.0,0.059139784946220665,0.05166542229897362,2.0,2.0,0.809950452509637
19,1,Michael Waltrip,10.0,8.0,0.06720430107525076,0.0571533878414119,2.0,2.0,0.8632688395463384
19,2,Alfonso Ribeiro,4.0,2.0,0.0883977900552242,0.11641421097434854,2.0,2.0,0.9934724391322274
